canonical_key,htm,qtm,exhaustive,optimal_algs
jakyx04,13,13,false,"[""B' R U F R F' R' U' B U' F' U F""]"
jaukggj,15,19,false,"[""R B2 R L' D' B D' B R2 L2 U F2 U' F' L'""]"
jaukyts,13,17,false,"[""U2 R2 L' B' R' L U2 L' B R B' R2 L""]"
jf0ddfc,15,21,false,"[""U' R2 F2 R U' B2 L F' L' B2 U R' F2 R2 U'""]"
jf9guis,14,17,false,"[""R2 B L' B L B2 R2 F B' D R' D' F' B""]"
jiyi5cm,14,16,false,"[""R U F2 D R D' F2 L' U B' U B L R'""]"
jiyjnex,14,18,false,"[""R U2 R2 U' R2 F R F' R2 F' U F R U'""]"
jjfcbx3,15,19,false,"[""F2 B L' F L' F2 L' B2 U F U' B2 L B' F'""]"
jjfeqnl,14,17,false,"[""R' D2 F2 D R2 B U' B' R' U' R' F' D R""]"
jjfewp1,13,15,false,"[""R' U' B U2 B' R' B R U2 R' B' U R""]"
k7m6frs,14,18,false,"[""U' L2 B R2 B L B' R2 B2 L' B L B L""]"
k7mgd3l,15,16,false,"[""F' U' L' U B' L F L' U F' U F U2 B L""]"
kbs2cef,15,22,false,"[""U2 F' U F U' B U2 B2 R' B2 U2 B2 R B U2""]"
kbs54ys,13,18,false,"[""U' F U2 L F' L' U2 F2 L' U2 L F U2""]"
kbs6hhv,15,18,false,"[""U2 F' R B U D' B' U' B D B' R' U2 F U2""]"
kbsc01s,15,18,false,"[""U2 F' L F L' U' L' U R L B U2 B' R' U2""]"
kc3adg6,13,16,false,"[""R U' R' F' U2 F U' F' U2 L F' L' F2""]"
keoxqux,15,16,false,"[""U B U L U' B' R B L' U2 B' R' F' U' F""]"
kep4nx4,14,16,false,"[""U L F R' F' L' B U' B2 R' B2 U B' R""]"
kfxvwbs,14,18,false,"[""F' L' U2 L U' F U L' B2 R2 B R2 B L""]"
kfy2wqg,13,16,false,"[""F2 L F' L' U' F' U R' F2 R F' U F2""]"
kginiuu,14,16,false,"[""U' B' R' B2 U B2 R D' R D B F' U' F""]"
kkvs4dj,13,17,false,"[""B2 D B2 U2 B' U' B' D' R2 B U B U'""]"
kkvus01,13,13,false,"[""F' U' R' F L F L' U' F' U R F U'""]"
kkw1hua,14,19,false,"[""F L2 F2 U F2 L2 F2 L' F L' U' L U L""]"
kn0ljs9,15,19,false,"[""L F2 U' R U R' F U' F2 L' U2 L F2 U L'""]"
kn0sthe,14,18,false,"[""U R' F2 D' F L2 D' L2 D2 F R F U' F'""]"
kosbq7l,15,21,false,"[""U F2 L2 F U2 L B L' B' L' U2 L2 U2 F U""]"
kp1wnie,14,21,false,"[""U2 L F2 U L' U' R2 L' B2 D L B2 R2 U2""]"
kr6nvhl,16,17,false,"[""R U' B U' L' D' B U' D' B U B' D2 L B' R'""]"
krfriom,15,19,false,"[""U' B' R2 U R B' R2 B U R U2 R2 U' B U""]"
ktixn43,15,19,false,"[""U' R' F R' F B U B' U' F2 R2 B U2 B' U2""]"
kts9nrm,15,19,false,"[""U2 R U R2 F R F2 U2 R U' L' U L R' F""]"
ktsc4t3,12,15,false,"[""U B' U2 B U2 R B U2 L' B' L R'""]"
ktsc8r4,14,19,false,"[""U F R2 F' R' B U2 R' U2 R' U2 R B' U2""]"
l8tndbr,15,18,false,"[""R' F2 D R' L B L' B' L' B R D' F2 R U2""]"
l9lnyma,13,13,false,"[""F R U R' U' F' R B U B' U R' U'""]"
ld8m26s,14,14,false,"[""B U' F' U B' L' U' L F' L F L' U F""]"
ld8n79j,15,18,false,"[""U F' R' U L' U' L2 D' F2 D R F' L' U' F2""]"
le0qf5l,15,19,false,"[""L' B2 R U R' D' R' B2 L2 D F' U' F2 L' U'""]"
lhpn5n4,15,20,false,"[""R F' B U2 F U F' U' F B' R' U2 R2 U2 R2""]"
lhyxpoy,14,16,false,"[""L' U R U B2 L' B' L B' U R' U L U2""]"
lihuyk0,15,17,false,"[""L F2 U F U' F2 U' R U R' L' U' F' U' F""]"
m6dkqj4,14,18,false,"[""L' U2 R L B U2 B' U R' F U' F2 U2 F""]"
m6ojfq1,14,14,false,"[""B' U F' D' R U' R' U' D F B L F' L'""]"
m6ojl9k,10,12,false,"[""U2 F' L' U' L U' L' U2 L F""]"
m6ok11y,13,16,false,"[""U2 F2 B D' L' D F B' U' L' U2 L F""]"
mf9wuhf,14,16,false,"[""U R U' R' F' L' U2 L F U R U' R' U2""]"
mfixruf,13,18,false,"[""U D2 L' F2 U R' F' R U' F2 L U2 D2""]"
mjdoheg,12,15,false,"[""R2 D R' U2 R D' R' B U2 B' R' U'""]"
mjn8v34,12,13,false,"[""L F U F U' L' F U F' U' F' U2""]"
mm17p0g,14,17,false,"[""U' R U L2 D' B D L2 F U' F' U2 R' U""]"
mo400vm,15,17,false,"[""R U' R' U L F2 L F L' F U' R U2 R' L'""]"
modbwcj,14,19,false,"[""R2 F' U2 F R2 U2 R' U2 R' U B U' B' U'""]"
modmsld,14,17,false,"[""U' F U2 L B' U R2 F' R2 U' B L' U F'""]"
mq6ys84,15,19,false,"[""F' U' L' U L F' U2 F2 U R' D R' D' R2 U2""]"
msjdytd,15,21,false,"[""U2 R' B U2 B U' R2 U' D B D' R2 U2 B2 R'""]"
msslr28,13,15,false,"[""U L U F2 L F' D F2 D' L' U' F L'""]"
n7tsj04,14,20,false,"[""D B U2 L' F2 U' L2 U F2 L U2 B' U2 D'""]"
n8m1icx,15,19,false,"[""U L F R' F' R L2 D2 B' U' B U D2 L U2""]"
n8m6nvk,13,17,false,"[""R B U2 R B' R D2 L' F L D2 R U2""]"
ncaw6fa,15,20,false,"[""U R U2 F2 R2 U R' F' R F U' R2 F2 R' U""]"
ncb2ssy,14,18,false,"[""U F U R U' R' F2 U L' U2 L2 F' L' F2""]"
ncb7lls,15,16,false,"[""R U' B U R B U B' U2 L U L' R' B' R'""]"
nck7n94,13,14,false,"[""F' U F' U' D' F' L' F L U D F2 U""]"
ngzfarm,13,16,false,"[""R' F R L2 U R U' L2 R' F2 U F U""]"
ngzq8nm,15,18,false,"[""R U2 R2 F R F' R B L U L' U2 B' U R'""]"
nhi7vkm,13,15,false,"[""U2 B' U L' B' R2 B R L U R U' B""]"
o89467m,14,18,false,"[""U R' F' B U2 L F2 B2 R D2 B R F' U""]"
o8i95e9,13,16,false,"[""R' F R F L2 F L2 U' F U2 B' U B""]"
o9agvaa,14,15,false,"[""F' U L' U' L F' U' L' U L2 F L' U F""]"
oco37g4,14,18,false,"[""U R' F R L2 D B' R B D' L2 F2 U2 F""]"
ococjkl,13,18,false,"[""F2 L' F U2 L2 B L2 B2 U' B U L F""]"
odg9aaq,14,19,false,"[""F2 B2 D' L' F2 D B2 R' U' R' D R2 D' R""]"
omk3d4y,15,22,false,"[""R B2 L' F2 R2 U2 L' D' F' D F' R B2 L2 D2""]"
oqpx9vm,15,16,false,"[""L F2 U F' U' F R' U' F' U R F U L' U'""]"
oqpzn8j,15,20,false,"[""U R2 U2 R2 F D' F' U' F2 D F2 R U R' U'""]"
p2f8593,16,22,false,"[""B D2 B' U' F' B L2 B' L F2 L B2 D2 R' F' B2""]"
p3ik5cp,14,19,false,"[""R U' R2 F U F2 R2 U' R2 U F2 U' R F'""]"
p3iqzw4,13,15,false,"[""R2 B' R' F' B' L B' L B L' B2 F R'""]"
q79atea,14,18,false,"[""U' B' R U R2 U2 R2 U2 R' U B R U' R'""]"
qcioex1,14,19,false,"[""B D2 L2 D F D' L2 D2 B' U' R U2 R' U'""]"
qcit2xf,15,17,false,"[""U F' U' F U F' U2 R' F R F' U' F' U F2""]"
qlb94ya,16,20,false,"[""R2 U2 F R F' R2 F D' F' U' F' U F' D F2 U""]"
qo85ypv,14,17,false,"[""U2 R2 B' R2 U' R D' F' R' F D R' U B""]"
qpsb98x,15,18,false,"[""U2 F' B U B' L' U2 L B L' U L B' U2 F""]"
qxshy8l,15,19,false,"[""U2 R' B' R' B U2 R B' R2 B U R U' R2 U""]"
qy3y3wx,15,23,false,"[""F' U2 L' U2 L F R2 B2 R2 B' U B R2 B2 R2""]"
qy41jxg,14,17,false,"[""F' R' D' F2 D R U' R' F2 R F2 U' F U""]"
sj2uv5s,14,15,false,"[""R B U' L U2 L' F' U' L' U L B' F R'""]"
skddu04,15,18,false,"[""R U2 R2 F R' U D2 B' D' B U' R D' F' R""]"
skmqyas,15,20,false,"[""R2 U2 R U2 R2 U2 F R' D B R B' D' F' R""]"
skmtn5g,15,20,false,"[""B' R' F2 R D' R' D F2 B2 U2 L U2 L' U' B'""]"
skmwbhd,14,14,false,"[""R U' B R' U L U' L' F' R B' R' F U'""]"
swc4vax,15,22,false,"[""U2 R' F R2 U R' F2 U F2 U' F2 U F2 U2 F'""]"
swc6dqg,15,20,false,"[""U F R U2 R' F2 U F' U F2 U2 F' U F2 U'""]"
sx4e1oy,14,17,false,"[""U R U R2 F' R U2 F2 L F L' F U' F""]"
t0rga2w,13,18,false,"[""U2 F2 B U' F U B' U' F U' F2 U2 F2""]"
